source_id,source_name,source_type,agency_or_org,subagency,jurisdiction,federal_or_state_or_private,state_if_applicable,url,monitoring_method,scraper_difficulty,robots_or_terms_risk,native_relevance,eligibility_classes,federal_recognition_required,state_recognition_supported,software_cost_allowability,program_examples,deadline_pattern,update_frequency,data_format,has_api,has_rss_or_email,requires_login,notes,priority_tier,registry_status,monitoring_status,terms_status,state_scope_status,eligibility_status,allowability_status,activation_blocked_reasons
DOT-GRANTS,DOT Grants,agency_grant_page,Transportation,Office of the Secretary,United States,federal,,https://www.transportation.gov/grants,static HTML page monitor,medium,OK,High,Tribes; states/localities; transit/airport entities; NOFO controls,Varies,Varies,Sometimes allowable depending on NOFO/budget category,RAISE; SS4A,Recurring,Weekly,HTML/PDF,No,Yes,No,[research lane: seed-v1],Tier 1,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
ED-AVAILABLE-GRANTS-FUNDING-E6CE73,ED Available Grants (Funding Forecast),forecast/search page,ED,Office of Communications and Outreach,federal,federal,,https://www.ed.gov/grants-and-programs/apply-grant/available-grants,search endpoint monitor,medium,OK,high,federally-recognized-tribe;tribal-government;tribal-organization;tribal-college-or-BIE-school;native-serving-nonprofit;state-or-local-govt-serving-natives,varies,varies,sometimes-allowable-depends-on-NOFO,"as of 2026-08-26 only 5 open, all IES: 84.305B, 84.324B, 84.305D, 84.305S, 84.324S",rolling; Competition Status = All / Coming Soon / Open,rolling,HTML table w/ facets (Drupal 10),no,email (GovDelivery USDE),no,"THIS IS THE REPLACEMENT FOR THE OLD ""Forecast of Funding Opportunities"" PAGE - the old-style /forecast-funding-opportunities path returned an empty body. Facets directly useful: ""Indian Tribes and Tribal Organizations,"" ""Indian Tribe or Consortia Located on a Reservation,"" ""Tribal Education Agencies (TEAs),"" ""Tribally Controlled Colleges and Universities (TCCUs),"" ""Minority Serving Institutions (MSIs)."" MATERIAL FINDING: zero Indian Education competitions open as of fetch. Page itself says ""The definitive list of U.S. federal government grants is located at Grants.gov."" [research lane: DOJ/DHS/ED/DOL/SBA]",Tier 1,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
ED-GRANTS-FOR-NATIVE-AMERICA-7AE2EB,"ED Grants for Native Americans, Alaskan Natives, and Pacific Islanders",program index page,ED,"multiple (OESE, OPE, OCTAE, RSA)",federal,federal,,https://www.ed.gov/grants-and-programs/grants-special-populations/grants-native-americans-alaskan-natives-and-pacific-islanders,static HTML page monitor,low,OK,very high,federally-recognized-tribe;tribal-government;tribal-organization;native-nonprofit;native-serving-nonprofit;tribal-college-or-BIE-school;state-or-local-govt-serving-natives;consortium-with-tribal-partner,varies by program,varies by program,sometimes-allowable-depends-on-NOFO,DEMO; PD; NAM; NAL@ED; NALRC; STEP 84.415A; Tribally Controlled Postsecondary CTE; Native American CTE; Title III-A TCCU; AIVRS 84.250; Alaska Native Education 84.356A; Native Hawaiian Education 84.362A; Title III-F ANNH; NASNTI; AANAPISI; Native Hawaiian CTE; D2,per-program,Page Last Reviewed 2025-07-10,HTML,no,email,no,"BEST SINGLE SEED PAGE for the ED program registry - 17 programs with verified URLs and several ALNs embedded in slugs. DEMO and NALRC eligibility is notably broad, verbatim including ""BIE-funded school, Alaska Native Regional Corporation, a tribal, Alaska Native, Native Hawaiian, or other nonprofit organization, a nontribal for-profit organization."" [research lane: DOJ/DHS/ED/DOL/SBA]",Tier 1,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
ED-OFFICE-OF-INDIAN-EDUCATIO-C44818,ED Office of Indian Education (OIE),program office page,ED,OESE / Office of Indian Education,federal,federal,,https://www.ed.gov/about/ed-offices/oese/oie,static HTML page monitor,low,OK,very high,federally-recognized-tribe;state-recognized-tribe;tribal-government;tribal-organization;native-nonprofit;tribal-college-or-BIE-school;state-or-local-govt-serving-natives;consortium-with-tribal-partner,no,yes,sometimes-allowable-depends-on-NOFO,Title VI Formula; DEMO; NALRC; STEP; PD; NAM; NAL@ED,per-program,per solicitation,HTML (Drupal 10),no,email (GovDelivery USDE),no,"Verified live under OESE; NO reorganization or program-transfer notice appeared on this page. Groups programs into Discretionary (DEMO, NALRC, STEP) and Formula (Indian Education Formula, ANE, NHE, NAM). [research lane: DOJ/DHS/ED/DOL/SBA]",Tier 1,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
DOC-EDA,EDA Funding Opportunities,agency_grant_page,Commerce,Economic Development Administration,United States,federal,,https://www.eda.gov/funding/funding-opportunities,static HTML page monitor,low,OK,High,Tribes; tribal orgs; states/localities; nonprofits; NOFO controls,Varies,Varies,Sometimes allowable depending on NOFO/budget category,Planning; infrastructure; economic adjustment,Recurring,Weekly,HTML/PDF,No,Yes,No,[research lane: seed-v1],Tier 1,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
EDA-OPEN-FUNDING-SEARCH-ENDP-517E71,EDA Open Funding Search Endpoint,search endpoint,Commerce,EDA,national,federal,,https://www.eda.gov/funding/funding-opportunities/all-opportunities?f%5B0%5D=funding_status%3A6565,search endpoint monitor,medium,TERMS_REVIEW_REQUIRED,medium,federally-recognized-tribe;tribal-government;tribal-organization;consortium-with-tribal-partner,varies,UNKNOWN,sometimes-allowable-depends-on-NOFO,all open EDA opportunities,continuous,as posted,HTML (Drupal facets),no,no,no,Facet param funding_status:6565 = open. Verified as a link target on two EDA pages; results page NOT itself fetched [research lane: USDA/HUD/Commerce],Tier 1,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:TERMS_REVIEW_REQUIRED;monitoring_not_started
EDA-PLANNING-PROGRAM-CEDS-00B949,EDA Planning Program (CEDS),program page,Commerce,EDA,national,federal,,https://www.eda.gov/funding/programs/planning,static HTML page monitor,low,TERMS_REVIEW_REQUIRED,high,federally-recognized-tribe;tribal-government;consortium-with-tribal-partner;state-or-local-govt-serving-natives,likely yes,UNKNOWN,likely-allowable - planning IS the program purpose,Planning grants; CEDS development,UNKNOWN,UNKNOWN,HTML,no,no,no,"TRIBAL ELIGIBILITY VERIFIED verbatim on EDA Program List: ""Supports local organizations (Economic Development Districts, Indian Tribes, and other eligible areas)"". Program page itself not fetched [research lane: USDA/HUD/Commerce]",Tier 1,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:TERMS_REVIEW_REQUIRED;monitoring_not_started
EDA-PROGRAM-LIST-4ED231,EDA Program List,program directory,Commerce,EDA,national,federal,,https://www.eda.gov/funding/programs,static HTML page monitor,low,TERMS_REVIEW_REQUIRED,medium,federally-recognized-tribe;tribal-government;tribal-organization;consortium-with-tribal-partner;native-owned-business,varies,UNKNOWN,likely-allowable,Public Works;EAA;Planning;Local TA;RNTA;RLF;Tech Hubs;Recompete;AI Upskill;B2S,varies by program,CURRENT (links doc dated 2026-02-12),HTML,no,no,no,"HEALTHY page - contrast with /funding which carries an appropriations-lapse banner + literal ""test"" placeholder. EDA site health is PAGE-BY-PAGE. Planning program lists ""Indian Tribes"" as eligible, verbatim [research lane: USDA/HUD/Commerce]",Tier 1,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:TERMS_REVIEW_REQUIRED;monitoring_not_started
EDA-PUBLIC-WORKS-ECONOMIC-AD-ACD229,EDA Public Works & Economic Adjustment Assistance (PWEAA),program pages,Commerce,EDA,national,federal,,https://www.eda.gov/funding/programs/public-works,PDF/NOFO page monitor,medium,TERMS_REVIEW_REQUIRED,high,federally-recognized-tribe;tribal-government;tribal-organization;consortium-with-tribal-partner,likely yes,UNKNOWN,sometimes-allowable-depends-on-NOFO,"Public Works infrastructure; EAA (incl. RLF, Assistance to Coal Communities); EAA at /funding/programs/economic-adjustment-assistance",rolling/continuous under combined NOFO,per NOFO,HTML + PDF,no,no,no,"Tribal set-aside rides inside the combined NOFO PDF. ""EDA's entire suite of flexible programming is available to Tribal communities"" per verified tribal page. Program pages not individually fetched [research lane: USDA/HUD/Commerce]",Tier 1,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:TERMS_REVIEW_REQUIRED;monitoring_not_started
EDA-TRIBAL-ECONOMIC-DEVELOPM-3596B7,EDA Tribal Economic Development Resources,tribal landing page,Commerce,EDA,national,federal,,https://www.eda.gov/resources/tribal-economic-development-resources,static HTML page monitor,low,TERMS_REVIEW_REQUIRED,exclusive,federally-recognized-tribe;tribal-government;tribal-organization;consortium-with-tribal-partner,likely yes,UNKNOWN,likely-allowable (CEDS/planning is the program purpose; see also /resources/indirect-costs),Assistance to Indigenous Communities; EAA; Disaster Recovery; Tech Hubs,per NOFO,CURRENT (links 2026-05 NOFO),HTML + PDF,no,no,no,"Office of Tribal Economic Development + Tribal Engagement Coordinator created by Thomas R. Carper WRDA 2024. CRITICAL: tribal set-aside ""Assistance to Indigenous Communities"" exists ONLY as p.37 of a combined PWEAA/AI-Upskill NOFO PDF - requires PDF section extraction [research lane: USDA/HUD/Commerce]",Tier 1,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:TERMS_REVIEW_REQUIRED;monitoring_not_started
EPA-TRIBAL,EPA Tribal Grants,tribal_affairs_page,EPA,American Indian Environmental Office,United States,federal,,https://www.epa.gov/tribal/tribal-grants,static HTML page monitor,low,OK,Very high,Tribes; intertribal consortia; program controls,Often,Usually no,Sometimes allowable depending on NOFO/budget category,GAP; media-specific grants,Recurring,Weekly,HTML/PDF,No,Yes,No,[research lane: seed-v1],Tier 1,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
EPA-EN,Exchange Network Grant Program,data_system_program,EPA,Environmental Information,United States,federal,,https://www.epa.gov/exchangenetwork/exchange-network-grant-program,PDF/NOFO page monitor,low,OK,High,States; tribes; territories; intertribal consortia; NOFO controls,Varies,Usually no,Likely allowable,Environmental data exchange,Annual/periodic,Monthly,HTML/PDF,No,Yes,No,[research lane: seed-v1],Tier 1,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
FED-FR,Federal Register,notice_feed,Office of the Federal Register,,United States,federal,,https://www.federalregister.gov/developers/documentation/api/v1,API monitor,low,OK,High,All classes; notice controls,Varies,Varies,Unclear,Notices; rules; consultations,Rolling,Daily,JSON/XML,Yes,Yes,No,[research lane: seed-v1],Tier 1,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
FEDERAL-REGISTER-INDIAN-AFFA-0B2B7B,Federal Register - Indian Affairs Bureau slice,api_filtered,NARA/OFR,Indian Affairs Bureau (slug),federal,federal,,https://www.federalregister.gov/api/v1/documents.json?conditions[agencies][]=indian-affairs-bureau,API monitor,low,OK,very_high,NA,NA,NA,UNKNOWN,"BIA notices, tribal consultation notices",comments_close_on,per_publication,JSON,yes,no,no,TESTED: count 3313 documents; BETTER INSTRUMENT FOR BIA THAN bia.gov ITSELF given bia.gov has no funding page [research lane: API/monitoring layer],Tier 1,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
FEDERAL-REGISTER-API-V1-737DD0,Federal Register API v1,api,NARA/OFR,Office of the Federal Register,federal,federal,,https://www.federalregister.gov/api/v1/documents.json,API monitor,low,OK,very_high,n/a (notice surface),n/a,n/a,n/a,funding availability notices; tribal consultation notices,comments_close_on,daily_publication,"JSON,CSV",yes,email_login_gated_only,no,NO API KEY; TESTED conditions[type][]=NOTICE and conditions[agencies][]=indian-affairs-bureau (count 3313); fields[] projection works; per_page silently capped ~1000; documented 2000-result pagination ceiling - partition by date; undocumented search_after_cursor observed; unofficial legal status - link govinfo pdf_url [research lane: API/monitoring layer; Research funding],Tier 1,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
FEDERAL-REGISTER-INDIAN-ENTI-2B8DCF,Federal Register Indian Entities Recognized notice,federal recognition list,US Department of the Interior,Bureau of Indian Affairs,national,federal,,https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,API monitor,low,OK,critical - the authoritative federal recognition test,575 federally recognized Tribal entities,yes - this IS the list,no,n/a,annual BIA recognition notice,"annual, published January",annual,"JSON via API, HTML, PDF",yes (federalregister.gov/api/v1),yes,no,"Document 2026-01899 published 2026-01-30, listing 575 entities. Confirms Catawba Nation as the only federally recognized Tribe resident in South Carolina. API note: conditions[term] must be QUOTED for phrase matching, and the fetch tool rejects URLs beyond about 250 characters so omit fields[] selectors [research lane: DOI/HHS + SC + philanthropy]",Tier 1,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
FEDERAL-REGISTER-PUBLIC-INSP-52593C,Federal Register Public Inspection API,api,NARA/OFR,Office of the Federal Register,federal,federal,,https://www.federalregister.gov/api/v1,API monitor,low,OK,very_high,NA,NA,NA,UNKNOWN,pre-publication notices,NA,daily_business,"JSON,CSV",yes,no,no,UNDERUSED: surfaces documents 1-3 business days BEFORE publication; get/multi-get/search/current/by-date; available since Nov 2011; robots disallows the HTML /public-inspection/search but not the API [research lane: API/monitoring layer],Tier 1,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
FHWA-OFFICE-OF-TRIBAL-TRANSP-6BBDFE,FHWA Office of Tribal Transportation — GovDelivery topic,email bulletin,DOT,FHWA Office of Tribal Transportation,national,federal,,https://public.govdelivery.com/accounts/USDOTFHWA/subscriber/new?topic_id=USDOTFHWA_83,email bulletin/manual intake,low,OK,native-exclusive,"federally-recognized-tribe, tribal-government",yes,no,n/a,TTPSF; TTP Bridge; TTP formula; OTT webinars/newsletter,event-driven,event-driven,email,no,yes — GovDelivery topic USDOTFHWA_83,subscription,"Highest-signal, lowest-cost DOT tribal monitor. The TTPSF page itself directs applicants here for funding updates. GovDelivery topic IDs are stable and enumerable — build an inbox-parsing pipeline. Companion: OTT Newsletter page at /federal-lands/projects/office-tribal-transportation-newsletter. [research lane: DOE/EPA/DOT]",Tier 1,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,requires_login:subscription;monitoring_not_started
FHWA-TRIBAL-TRANSPORTATION-P-E0C316,FHWA Tribal Transportation Program (TTP) formula,program,DOT,FHWA Office of Federal Lands Highway / Office of Tribal Transportation,national,federal,,https://highways.dot.gov/federal-lands/tribal,static HTML page monitor,low,OK,native-exclusive,"federally-recognized-tribe, tribal-government",yes,no — eligibility keyed to the BIA Federal Register recognition list,likely-allowable,TTP formula (tribal shares); TTP planning funds; direct funding agreements,"formula/allocation, not an application deadline; annual tribal shares published (FY25 PDF live)",page content stable; finance page updated 2025-12-02,HTML + PDF (Excel on email request),no,GovDelivery USDOTFHWA_83,no,"23 U.S.C. 202; 25 CFR 170. 135 Tribes hold direct FHWA funding agreements; others via BIA. Formula = tribal population + road mileage + historic TTAM shares. Highway Trust Fund contract authority, subject to obligation limitation. Planning funds exist (""Tribal Shares and Planning Funds under IIJA"") — cite for planning/admin allowability; software not named. Canonical path is /federal-lands/tribal; /federal-lands/programs-tribal is a legacy alias still emitted in-page. [research lane: DOE/EPA/DOT]",Tier 1,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
